"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - март 2017 г.)"
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",594
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске",1437
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1420
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",15
"Республика Крым","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",140
"Республика Крым","3_11","Всего прекращено дел в связи с установлением личности",8
"Республика Крым","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-"
"Республика Крым","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-"
"г. Севастополь","3_11","Всего разыскивалось лиц",593
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",455
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",131
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске",299
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",290
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",9
"г. Севастополь","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",22
"г. Севастополь","3_11","Всего прекращено дел в связи с установлением личности",2
"г. Севастополь","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-"
"г. Севастополь","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-"
"Приволжский фед.округ","3_11","Всего разыскивалось лиц",17123
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",7993
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",8715
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",5052
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2791
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1937
"Приволжский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1927
"Приволжский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",121
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-44.9203616
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-18.00441826
"Республика Башкортостан","3_11","Всего разыскивалось лиц",1797
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",911
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",861
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске",394
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",332
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",55
"Республика Башкортостан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",243
"Республика Башкортостан","3_11","Всего прекращено дел в связи с установлением личности",7
"Республика Башкортостан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.09831182
"Республика Башкортостан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.610792193
"Республика Марий Эл","3_11","Всего разыскивалось лиц",358
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",136
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",221
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске",129
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",63
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",65
"Республика Марий Эл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",56
"Республика Марий Эл","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Марий Эл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-57.05882353
"Республика Марий Эл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15
"Республика Мордовия","3_11","Всего разыскивалось лиц",467
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",246
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",220
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске",177
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",113
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",63
"Республика Мордовия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",30
"Республика Мордовия","3_11","Всего прекращено дел в связи с установлением личности",2
"Республика Мордовия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.44075829
"Республика Мордовия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Республика Татарстан","3_11","Всего разыскивалось лиц",2500
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1007
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1473
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске",1230
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",380
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",845
"Республика Татарстан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",122
"Республика Татарстан","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Татарстан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.0194742
"Республика Татарстан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-20.90322581
"Удмуртская Республика","3_11","Всего разыскивалось лиц",785
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",346
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",418
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске",169
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",141
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12
"Удмуртская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",58
"Удмуртская Республика","3_11","Всего прекращено дел в связи с установлением личности",3
"Удмуртская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.22629969
"Удмуртская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.36206897
"Чувашская Республика","3_11","Всего разыскивалось лиц",561
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",381
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",180
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске",171
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",159
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12
"Чувашская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",47
"Чувашская Республика","3_11","Всего прекращено дел в связи с установлением личности",4
"Чувашская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-44.84536082
"Чувашская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.366863905
"Кировская область","3_11","Всего разыскивалось лиц",1248
"Кировская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",397
"Кировская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",749
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске",604
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",181
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",321
"Кировская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",44
"Кировская область","3_11","Всего прекращено дел в связи с установлением личности",7
"Кировская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.6984127
"Кировская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.46938776
"Нижегородская область","3_11","Всего разыскивалось лиц",1895
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",774
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1102
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске",330
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",259
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",61
"Нижегородская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",265
"Нижегородская область","3_11","Всего прекращено дел в связи с установлением личности",26
"Нижегородская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.63865546
"Нижегородская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.20661157
"Оренбургская область","3_11","Всего разыскивалось лиц",802
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",415
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",387
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске",128
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",112
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",16
"Оренбургская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",70
"Оренбургская область","3_11","Всего прекращено дел в связи с установлением личности",5
"Оренбургская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-55.27488856
"Оренбургская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-38.00675676
"Пензенская область","3_11","Всего разыскивалось лиц",602
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",241
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",361
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске",77
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",59
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",18
"Пензенская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",158
"Пензенская область","3_11","Всего прекращено дел в связи с установлением личности",4
"Пензенская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.55882353
"Пензенская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.61007958
"Пермский край","3_11","Всего разыскивалось лиц",2006
"Пермский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1111
"Пермский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",819
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске",584
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",413
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",120
"Пермский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",178
"Пермский край","3_11","Всего прекращено дел в связи с установлением личности",7
"Пермский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.91836735
"Пермский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-47.08141321
"Самарская область","3_11","Всего разыскивалось лиц",1825
"Самарская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",997
"Самарская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",722
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске",420
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",273
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",57
"Самарская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",374
"Самарская область","3_11","Всего прекращено дел в связи с установлением личности",19
"Самарская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-58.52239674
"Самарская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-19.13580247
"Саратовская область","3_11","Всего разыскивалось лиц",1719
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",826
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",855
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске",574
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",253
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",284
"Саратовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",236
"Саратовская область","3_11","Всего прекращено дел в связи с установлением личности",33
"Саратовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.31472081
"Саратовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.830342577
"Ульяновская область","3_11","Всего разыскивалось лиц",558
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",205
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",347
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске",65
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",53
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",8
"Ульяновская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",46
"Ульяновская область","3_11","Всего прекращено дел в связи с установлением личности",0
"Ульяновская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.27522936
"Ульяновская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",136.6197183
"Уральский фед.округ","3_11","Всего разыскивалось лиц",8715
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",4932
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3706
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",1833
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1599
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",173
"Уральский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1539
"Уральский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",88
"Уральский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.44611857
"Уральский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.979984198
"Курганская область","3_11","Всего разыскивалось лиц",691
"Курганская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",347
"Курганская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",336
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске",143
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",121
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",15
"Курганская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",135
"Курганская область","3_11","Всего прекращено дел в связи с установлением личности",5
"Курганская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-51.08225108
"Курганская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.91135734
"Свердловская область","3_11","Всего разыскивалось лиц",3021
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1576
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1412
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске",557
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",447
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",82
"Свердловская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",613
"Свердловская область","3_11","Всего прекращено дел в связи с установлением личности",15
"Свердловская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-55.16666667
"Свердловская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.392265193
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц",2982
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1854
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1123
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске",544
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",513
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",27
"Тюменская область (с а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",422
"Тюменская область (с а/о)","3_11","Всего прекращено дел в связи с установлением личности",19
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.3226589
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.900166389
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц",1082
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",607
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",474
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске",168
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",160
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",8
"  Тюменская обл. (без а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",345
"  Тюменская обл. (без а/о)","3_11","Всего прекращено дел в связи с установлением личности",7
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.44740533
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.55165692
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц",1344
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",891
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",449
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске",308
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",291
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",13
"  Ханты-Мансийский АО - Югра","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",52
"  Ханты-Мансийский АО - Югра","3_11","Всего прекращено дел в связи с установлением личности",11
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.85872856
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.936170213
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц",556
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",356
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",200
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске",68
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",62
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"  Ямало-Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",25
"  Ямало-Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",1
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.48739496
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.78538813
"Челябинская область","3_11","Всего разыскивалось лиц",2021
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1155
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",835
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске",589
