"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - декабрь 2014 г.)"
"Приволжский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",1437
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.01272828
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.898909812
"Республика Башкортостан","3_11","Всего разыскивалось лиц",4116
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2886
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1196
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске",2533
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2219
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",296
"Республика Башкортостан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",827
"Республика Башкортостан","3_11","Всего прекращено дел в связи с установлением личности",78
"Республика Башкортостан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28.73432155
"Республика Башкортостан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.914414414
"Республика Марий Эл","3_11","Всего разыскивалось лиц",691
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",430
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",260
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске",409
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",329
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",79
"Республика Марий Эл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",131
"Республика Марий Эл","3_11","Всего прекращено дел в связи с установлением личности",41
"Республика Марий Эл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.76271186
"Республика Марий Эл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.807228916
"Республика Мордовия","3_11","Всего разыскивалось лиц",1110
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",561
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",507
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске",750
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",366
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",343
"Республика Мордовия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",101
"Республика Мордовия","3_11","Всего прекращено дел в связи с установлением личности",24
"Республика Мордовия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-10.64814815
"Республика Мордовия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",8.904109589
"Республика Татарстан","3_11","Всего разыскивалось лиц",6836
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2550
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4238
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске",5295
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1768
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3491
"Республика Татарстан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",208
"Республика Татарстан","3_11","Всего прекращено дел в связи с установлением личности",31
"Республика Татарстан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28.20267686
"Республика Татарстан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.186351706
"Удмуртская Республика","3_11","Всего разыскивалось лиц",1677
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",982
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",585
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске",981
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",742
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",136
"Удмуртская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",302
"Удмуртская Республика","3_11","Всего прекращено дел в связи с установлением личности",49
"Удмуртская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.26744186
"Удмуртская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.934065934
"Чувашская Республика","3_11","Всего разыскивалось лиц",1344
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1104
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",235
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске",881
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",815
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",62
"Чувашская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",68
"Чувашская Республика","3_11","Всего прекращено дел в связи с установлением личности",11
"Чувашская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.81294964
"Чувашская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.829268293
"Кировская область","3_11","Всего разыскивалось лиц",4438
"Кировская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1237
"Кировская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2494
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске",3686
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",973
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2014
"Кировская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",368
"Кировская область","3_11","Всего прекращено дел в связи с установлением личности",199
"Кировская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-15.90909091
"Кировская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.008438819
"Нижегородская область","3_11","Всего разыскивалось лиц",3618
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1957
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1571
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске",1781
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1322
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",379
"Нижегородская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",694
"Нижегородская область","3_11","Всего прекращено дел в связи с установлением личности",229
"Нижегородская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.23913043
"Нижегородская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.388206388
"Оренбургская область","3_11","Всего разыскивалось лиц",1935
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1099
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",836
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске",1028
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",711
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",317
"Оренбургская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",429
"Оренбургская область","3_11","Всего прекращено дел в связи с установлением личности",98
"Оренбургская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-48.17927171
"Оренбургская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-18.55123675
"Пензенская область","3_11","Всего разыскивалось лиц",1021
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",537
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",474
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске",432
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",326
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",96
"Пензенская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",291
"Пензенская область","3_11","Всего прекращено дел в связи с установлением личности",30
"Пензенская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.75
"Пензенская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.273972603
"Пермский край","3_11","Всего разыскивалось лиц",5355
"Пермский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3153
"Пермский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1917
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске",3070
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2191
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",708
"Пермский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1480
"Пермский край","3_11","Всего прекращено дел в связи с установлением личности",166
"Пермский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.28
"Пермский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.734375
"Самарская область","3_11","Всего разыскивалось лиц",4824
"Самарская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2311
"Самарская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1568
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске",2956
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1341
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",702
"Самарская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2039
"Самарская область","3_11","Всего прекращено дел в связи с установлением личности",157
"Самарская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.97202342
"Самарская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.824817518
"Саратовская область","3_11","Всего разыскивалось лиц",4035
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2090
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1719
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске",2736
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1432
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1091
"Саратовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",576
"Саратовская область","3_11","Всего прекращено дел в связи с установлением личности",309
"Саратовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-16.04278075
"Саратовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.64
"Ульяновская область","3_11","Всего разыскивалось лиц",864
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",384
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",463
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске",285
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",210
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",62
"Ульяновская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",91
"Ульяновская область","3_11","Всего прекращено дел в связи с установлением личности",15
"Ульяновская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.77777778
"Ульяновская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",177.5362319
"Уральский фед.округ","3_11","Всего разыскивалось лиц",18666
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",13295
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4931
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",10204
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",8733
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1055
"Уральский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",6108
"Уральский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",797
"Уральский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.05326432
"Уральский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.371584699
"Курганская область","3_11","Всего разыскивалось лиц",1491
"Курганская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1080
"Курганская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",393
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске",872
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",801
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",54
"Курганская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",216
"Курганская область","3_11","Всего прекращено дел в связи с установлением личности",13
"Курганская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.88235294
"Курганская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.07954545
"Свердловская область","3_11","Всего разыскивалось лиц",6246
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",4115
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2027
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске",3076
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2461
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",512
"Свердловская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3446
"Свердловская область","3_11","Всего прекращено дел в связи с установлением личности",100
"Свердловская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.13910093
"Свердловская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.955003358
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц",6011
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",4507
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1411
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске",3111
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2830
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",197
"Тюменская область (с а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1159
"Тюменская область (с а/о)","3_11","Всего прекращено дел в связи с установлением личности",136
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-22.83349562
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.440957886
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц",2131
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1534
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",592
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске",1081
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",988
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",91
"  Тюменская обл. (без а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",705
"  Тюменская обл. (без а/о)","3_11","Всего прекращено дел в связи с установлением личности",39
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.95698925
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.19230769
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц",2902
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2243
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",571
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске",1590
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1432
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",76
"  Ханты-Мансийский АО - Югра","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",383
"  Ханты-Мансийский АО - Югра","3_11","Всего прекращено дел в связи с установлением личности",94
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-22.77019937
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.125
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц",978
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",730
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",248
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске",440
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",410
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",30
"  Ямало-Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",71
"  Ямало-Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",3
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-12.32492997
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.739336493
"Челябинская область","3_11","Всего разыскивалось лиц",4918
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3593
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1100
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске",3145
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2641
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",292
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1287
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",548
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.47569444
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.884955752
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",42934
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",21492
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",19166
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",29050
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",14796
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12131
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",7886
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",1282
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.39596528
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.222551489
"Республика Алтай","3_11","Всего разыскивалось лиц",401
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",271
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",129
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",301
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",229
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",72
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",25
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",6
