"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - декабрь 2017 г.)"
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске",1864
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1780
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",64
"Республика Крым","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",176
"Республика Крым","3_11","Всего прекращено дел в связи с установлением личности",28
"Республика Крым","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-"
"Республика Крым","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-"
"г. Севастополь","3_11","Всего разыскивалось лиц",726
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",577
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",136
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске",448
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",412
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",30
"г. Севастополь","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",25
"г. Севастополь","3_11","Всего прекращено дел в связи с установлением личности",9
"г. Севастополь","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-"
"г. Севастополь","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-"
"Приволжский фед.округ","3_11","Всего разыскивалось лиц",34569
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",16989
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",16052
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",22068
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",11546
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",9130
"Приволжский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2456
"Приволжский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",573
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.26508024
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-20.25520317
"Республика Башкортостан","3_11","Всего разыскивалось лиц",2974
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1857
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1066
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске",1530
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1259
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",237
"Республика Башкортостан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",289
"Республика Башкортостан","3_11","Всего прекращено дел в связи с установлением личности",35
"Республика Башкортостан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.97947548
"Республика Башкортостан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.95045045
"Республика Марий Эл","3_11","Всего разыскивалось лиц",801
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",336
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",461
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске",555
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",256
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",295
"Республика Марий Эл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",63
"Республика Марий Эл","3_11","Всего прекращено дел в связи с установлением личности",5
"Республика Марий Эл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-56.49717514
"Республика Марий Эл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.228915663
"Республика Мордовия","3_11","Всего разыскивалось лиц",1046
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",571
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",469
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске",728
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",414
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",308
"Республика Мордовия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",38
"Республика Мордовия","3_11","Всего прекращено дел в связи с установлением личности",7
"Республика Мордовия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.77777778
"Республика Мордовия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.479452055
"Республика Татарстан","3_11","Всего разыскивалось лиц",7253
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2374
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4814
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске",5899
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1687
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4162
"Республика Татарстан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",140
"Республика Татарстан","3_11","Всего прекращено дел в связи с установлением личности",17
"Республика Татарстан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.10133843
"Республика Татарстан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-21.9160105
"Удмуртская Республика","3_11","Всего разыскивалось лиц",1238
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",674
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",499
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске",609
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",465
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",84
"Удмуртская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",83
"Удмуртская Республика","3_11","Всего прекращено дел в связи с установлением личности",16
"Удмуртская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.56976744
"Удмуртская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-14.50549451
"Чувашская Республика","3_11","Всего разыскивалось лиц",1138
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",920
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",217
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске",732
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",685
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",47
"Чувашская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",57
"Чувашская Республика","3_11","Всего прекращено дел в связи с установлением личности",11
"Чувашская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-49.64028777
"Чувашская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.43902439
"Кировская область","3_11","Всего разыскивалось лиц",3669
"Кировская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1015
"Кировская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2118
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске",3004
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",793
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1676
"Кировская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",55
"Кировская область","3_11","Всего прекращено дел в связи с установлением личности",15
"Кировская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.84415584
"Кировская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.86919831
"Нижегородская область","3_11","Всего разыскивалось лиц",2827
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1479
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1277
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске",1244
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",961
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",224
"Нижегородская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",362
"Нижегородская область","3_11","Всего прекращено дел в связи с установлением личности",107
"Нижегородская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.10869565
"Нижегородская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-18.83701884
"Оренбургская область","3_11","Всего разыскивалось лиц",1267
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",830
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",437
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске",579
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",513
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",66
"Оренбургская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",83
"Оренбургская область","3_11","Всего прекращено дел в связи с установлением личности",18
"Оренбургская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-56.8627451
"Оренбургская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-39.92932862
"Пензенская область","3_11","Всего разыскивалось лиц",906
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",465
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",437
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске",362
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",271
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",88
"Пензенская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",171
"Пензенская область","3_11","Всего прекращено дел в связи с установлением личности",17
"Пензенская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28.125
"Пензенская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.23287671
"Пермский край","3_11","Всего разыскивалось лиц",3837
"Пермский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2540
"Пермский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1087
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске",2384
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1839
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",388
"Пермский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",224
"Пермский край","3_11","Всего прекращено дел в связи с установлением личности",50
"Пермский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-48.72
"Пермский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-50.078125
"Самарская область","3_11","Всего разыскивалось лиц",3203
"Самарская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1834
"Самарская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1058
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске",1755
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1086
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",384
"Самарская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",444
"Самарская область","3_11","Всего прекращено дел в связи с установлением личности",82
"Самарская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-54.78204294
"Самарская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-24.33090024
"Саратовская область","3_11","Всего разыскивалось лиц",3643
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1739
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1717
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске",2425
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1119
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1122
"Саратовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",391
"Саратовская область","3_11","Всего прекращено дел в связи с установлением личности",187
"Саратовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.46524064
"Саратовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.56
"Ульяновская область","3_11","Всего разыскивалось лиц",767
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",355
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",395
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске",262
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",198
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",49
"Ульяновская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",56
"Ульяновская область","3_11","Всего прекращено дел в связи с установлением личности",6
"Ульяновская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.11111111
"Ульяновская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",134.7826087
"Уральский фед.округ","3_11","Всего разыскивалось лиц",13921
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",9465
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4180
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",6947
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",6063
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",622
"Уральский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1791
"Уральский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",273
"Уральский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.83402905
"Уральский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.20400729
"Курганская область","3_11","Всего разыскивалось лиц",1134
"Курганская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",713
"Курганская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",395
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске",566
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",476
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",66
"Курганская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",146
"Курганская область","3_11","Всего прекращено дел в связи с установлением личности",14
"Курганская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.58823529
"Курганская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.06818182
"Свердловская область","3_11","Всего разыскивалось лиц",4663
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2951
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1568
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске",2090
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1704
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",247
"Свердловская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",660
"Свердловская область","3_11","Всего прекращено дел в связи с установлением личности",45
"Свердловская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-51.6115352
"Свердловская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-16.31967764
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц",4522
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3261
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1243
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске",2095
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1953
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",125
"Тюменская область (с а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",508
"Тюменская область (с а/о)","3_11","Всего прекращено дел в связи с установлением личности",64
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.58519961
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.45995045
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц",1595
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1069
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",525
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске",680
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",623
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",56
"  Тюменская обл. (без а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",415
"  Тюменская обл. (без а/о)","3_11","Всего прекращено дел в связи с установлением личности",36
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.59139785
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.88461538
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц",2162
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1659
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",487
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске",1116
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1056
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",44
"  Ханты-Мансийский АО - Югра","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",66
"  Ханты-Мансийский АО - Югра","3_11","Всего прекращено дел в связи с установлением личности",26
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.19517314
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.95833333
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц",765
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",533
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",231
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске",299
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",274
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",25
"  Ямало-Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",27
"  Ямало-Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",2
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.69187675
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.74407583
"Челябинская область","3_11","Всего разыскивалось лиц",3602
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2540
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",974
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске",2196
