"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - июнь 2015 г.)"
"Приволжский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",538
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.48817061
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.688672168
"Республика Башкортостан","3_11","Всего разыскивалось лиц",2317
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1324
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",976
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске",838
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",717
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",117
"Республика Башкортостан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",277
"Республика Башкортостан","3_11","Всего прекращено дел в связи с установлением личности",26
"Республика Башкортостан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.10341034
"Республика Башкортостан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.401869159
"Республика Марий Эл","3_11","Всего разыскивалось лиц",517
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",234
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",277
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске",258
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",140
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",113
"Республика Марий Эл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",93
"Республика Марий Эл","3_11","Всего прекращено дел в связи с установлением личности",16
"Республика Марий Эл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.61403509
"Республика Марий Эл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.620689655
"Республика Мордовия","3_11","Всего разыскивалось лиц",679
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",363
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",286
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске",342
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",184
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",129
"Республика Мордовия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",77
"Республика Мордовия","3_11","Всего прекращено дел в связи с установлением личности",6
"Республика Мордовия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-14.28571429
"Республика Мордовия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",4.761904762
"Республика Татарстан","3_11","Всего разыскивалось лиц",3674
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1406
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2244
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске",2239
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",694
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1533
"Республика Татарстан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",156
"Республика Татарстан","3_11","Всего прекращено дел в связи с установлением личности",9
"Республика Татарстан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.51093439
"Республика Татарстан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.151193634
"Удмуртская Республика","3_11","Всего разыскивалось лиц",1079
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",548
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",489
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске",428
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",330
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",63
"Удмуртская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",86
"Удмуртская Республика","3_11","Всего прекращено дел в связи с установлением личности",12
"Удмуртская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.05128205
"Удмуртская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.277404922
"Чувашская Республика","3_11","Всего разыскивалось лиц",882
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",695
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",184
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске",440
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",412
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",26
"Чувашская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",53
"Чувашская Республика","3_11","Всего прекращено дел в связи с установлением личности",7
"Чувашская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.63017032
"Чувашская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.848484848
"Кировская область","3_11","Всего разыскивалось лиц",2517
"Кировская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",722
"Кировская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1537
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске",1829
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",492
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1082
"Кировская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",243
"Кировская область","3_11","Всего прекращено дел в связи с установлением личности",89
"Кировская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.51757188
"Кировская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.041666667
"Нижегородская область","3_11","Всего разыскивалось лиц",2566
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1196
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1334
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске",849
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",628
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",195
"Нижегородская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",466
"Нижегородская область","3_11","Всего прекращено дел в связи с установлением личности",103
"Нижегородская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.11637931
"Нижегородская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.071547421
"Оренбургская область","3_11","Всего разыскивалось лиц",1126
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",593
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",533
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске",305
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",240
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",65
"Оренбургская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",106
"Оренбургская область","3_11","Всего прекращено дел в связи с установлением личности",15
"Оренбургская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.6562986
"Оренбургская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-22.83737024
"Пензенская область","3_11","Всего разыскивалось лиц",786
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",361
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",425
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске",232
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",178
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",54
"Пензенская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",262
"Пензенская область","3_11","Всего прекращено дел в связи с установлением личности",16
"Пензенская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.54545455
"Пензенская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.891891892
"Пермский край","3_11","Всего разыскивалось лиц",3284
"Пермский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1872
"Пермский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1266
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске",1285
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1034
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",159
"Пермский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",310
"Пермский край","3_11","Всего прекращено дел в связи с установлением личности",57
"Пермский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.47039474
"Пермский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.07064364
"Самарская область","3_11","Всего разыскивалось лиц",3068
"Самарская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1575
"Самарская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1152
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске",1317
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",686
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",317
"Самарская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",836
"Самарская область","3_11","Всего прекращено дел в связи с установлением личности",63
"Самарская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.56862745
"Самарская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.736972705
"Саратовская область","3_11","Всего разыскивалось лиц",2661
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1314
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1237
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске",1425
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",681
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",643
"Саратовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",354
"Саратовская область","3_11","Всего прекращено дел в связи с установлением личности",108
"Саратовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-21.87902188
"Саратовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.455429498
"Ульяновская область","3_11","Всего разыскивалось лиц",699
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",270
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",421
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске",156
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",110
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",41
"Ульяновская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",68
"Ульяновская область","3_11","Всего прекращено дел в связи с установлением личности",11
"Ульяновская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.60386473
"Ульяновская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",184.375
"Уральский фед.округ","3_11","Всего разыскивалось лиц",11977
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",7607
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4205
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",4357
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",3713
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",494
"Уральский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",5045
"Уральский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",281
"Уральский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.22591645
"Уральский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.114186851
"Курганская область","3_11","Всего разыскивалось лиц",946
"Курганская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",567
"Курганская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",359
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске",369
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",311
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",40
"Курганская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",190
"Курганская область","3_11","Всего прекращено дел в связи с установлением личности",6
"Курганская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.70588235
"Курганская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.08645533
"Свердловская область","3_11","Всего разыскивалось лиц",4077
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2391
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1637
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске",1198
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",971
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",180
"Свердловская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3180
"Свердловская область","3_11","Всего прекращено дел в связи с установлением личности",37
"Свердловская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.39965248
"Свердловская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.308539945
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц",3921
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2630
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1248
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске",1329
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1198
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",93
"Тюменская область (с а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",746
"Тюменская область (с а/о)","3_11","Всего прекращено дел в связи с установлением личности",40
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.14775593
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.286672255
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц",1429
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",910
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",516
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске",483
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",436
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",47
"  Тюменская обл. (без а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",605
"  Тюменская обл. (без а/о)","3_11","Всего прекращено дел в связи с установлением личности",15
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.04964539
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.893280632
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц",1776
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1228
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",508
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске",651
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",582
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",31
"  Ханты-Мансийский АО - Югра","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",71
"  Ханты-Мансийский АО - Югра","3_11","Всего прекращено дел в связи с установлением личности",18
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.5080732
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.205128205
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц",716
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",492
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",224
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске",195
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",180
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",15
"  Ямало-Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",70
"  Ямало-Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",7
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-12.32091691
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.849315068
"Челябинская область","3_11","Всего разыскивалось лиц",3033
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2019
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",961
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске",1461
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1233
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",181
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",929
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",198
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.33333333
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.568627451
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",26729
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",12919
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",12661
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",13989
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",6953
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6005
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",4667
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",608
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.00443568
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.324528302
"Республика Алтай","3_11","Всего разыскивалось лиц",195
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",121
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",73
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",108
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",89
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",19
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",19
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",1
