"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - март 2016 г.)"
"Приволжский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",180
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.08910891
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.41335297
"Республика Башкортостан","3_11","Всего разыскивалось лиц",1821
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",901
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",904
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске",361
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",303
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",56
"Республика Башкортостан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",245
"Республика Башкортостан","3_11","Всего прекращено дел в связи с установлением личности",5
"Республика Башкортостан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.1122145
"Республика Башкортостан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.673938002
"Республика Марий Эл","3_11","Всего разыскивалось лиц",408
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",164
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",241
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске",162
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",83
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",76
"Республика Марий Эл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",66
"Республика Марий Эл","3_11","Всего прекращено дел в связи с установлением личности",2
"Республика Марий Эл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-52.35294118
"Республика Марий Эл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.444444444
"Республика Мордовия","3_11","Всего разыскивалось лиц",474
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",256
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",210
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске",158
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",96
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",54
"Республика Мордовия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",62
"Республика Мордовия","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Мордовия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.59241706
"Республика Мордовия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Республика Татарстан","3_11","Всего разыскивалось лиц",2703
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1137
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1542
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске",1316
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",432
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",873
"Республика Татарстан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",128
"Республика Татарстан","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Татарстан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.61927945
"Республика Татарстан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.48387097
"Удмуртская Республика","3_11","Всего разыскивалось лиц",879
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",418
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",434
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске",264
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",217
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",28
"Удмуртская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",58
"Удмуртская Республика","3_11","Всего прекращено дел в связи с установлением личности",4
"Удмуртская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.53211009
"Удмуртская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.79310345
"Чувашская Республика","3_11","Всего разыскивалось лиц",685
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",505
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",177
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске",245
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",232
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12
"Чувашская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",49
"Чувашская Республика","3_11","Всего прекращено дел в связи с установлением личности",3
"Чувашская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.89690722
"Чувашская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.366863905
"Кировская область","3_11","Всего разыскивалось лиц",1347
"Кировская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",450
"Кировская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",745
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске",661
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",220
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",294
"Кировская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",67
"Кировская область","3_11","Всего прекращено дел в связи с установлением личности",15
"Кировская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.98412698
"Кировская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.979591837
"Нижегородская область","3_11","Всего разыскивалось лиц",1979
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",804
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1157
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске",353
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",293
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",53
"Нижегородская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",342
"Нижегородская область","3_11","Всего прекращено дел в связи с установлением личности",41
"Нижегородская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.63865546
"Нижегородская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.669421488
"Оренбургская область","3_11","Всего разыскивалось лиц",869
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",428
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",441
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске",130
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",113
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",17
"Оренбургская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",86
"Оренбургская область","3_11","Всего прекращено дел в связи с установлением личности",9
"Оренбургская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-54.08618128
"Оренбургская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-29.39189189
"Пензенская область","3_11","Всего разыскивалось лиц",636
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",253
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",383
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске",86
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",67
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",19
"Пензенская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",212
"Пензенская область","3_11","Всего прекращено дел в связи с установлением личности",1
"Пензенская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.72058824
"Пензенская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.366047745
"Пермский край","3_11","Всего разыскивалось лиц",2476
"Пермский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1288
"Пермский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1116
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске",665
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",534
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",88
"Пермский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",219
"Пермский край","3_11","Всего прекращено дел в связи с установлением личности",16
"Пермский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.91836735
"Пермский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-21.88940092
"Самарская область","3_11","Всего разыскивалось лиц",2147
"Самарская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1139
"Самарская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",878
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске",591
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",363
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",114
"Самарская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",427
"Самарская область","3_11","Всего прекращено дел в связи с установлением личности",30
"Самарская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-55.61372891
"Самарская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.283950617
"Саратовская область","3_11","Всего разыскивалось лиц",1777
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",941
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",792
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске",581
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",333
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",214
"Саратовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",257
"Саратовская область","3_11","Всего прекращено дел в связи с установлением личности",47
"Саратовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.36548223
"Саратовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.340946166
"Ульяновская область","3_11","Всего разыскивалось лиц",592
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",206
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",377
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске",72
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",52
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",13
"Ульяновская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",51
"Ульяновская область","3_11","Всего прекращено дел в связи с установлением личности",1
"Ульяновская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.81651376
"Ульяновская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",153.5211268
"Уральский фед.округ","3_11","Всего разыскивалось лиц",9421
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",5466
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3896
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",2117
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1854
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",219
"Уральский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1796
"Уральский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",105
"Уральский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.56567311
"Уральский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.503555439
"Курганская область","3_11","Всего разыскивалось лиц",715
"Курганская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",375
"Курганская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",335
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске",141
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",123
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",13
"Курганская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",152
"Курганская область","3_11","Всего прекращено дел в связи с установлением личности",3
"Курганская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.32034632
"Курганская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.63434903
"Свердловская область","3_11","Всего разыскивалось лиц",3360
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1779
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1559
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске",664
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",516
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",128
"Свердловская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",653
"Свердловская область","3_11","Всего прекращено дел в связи с установлением личности",16
"Свердловская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-48.45833333
"Свердловская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.762430939
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц",3110
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1951
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1153
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске",609
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",582
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",22
"Тюменская область (с а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",559
"Тюменская область (с а/о)","3_11","Всего прекращено дел в связи с установлением личности",18
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.01261524
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.820299501
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц",1111
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",633
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",477
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске",194
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",180
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",14
"  Тюменская обл. (без а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",452
"  Тюменская обл. (без а/о)","3_11","Всего прекращено дел в связи с установлением личности",8
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.46563815
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.13645224
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц",1400
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",930
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",465
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске",340
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",330
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",5
"  Ханты-Мансийский АО - Югра","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",57
"  Ханты-Мансийский АО - Югра","3_11","Всего прекращено дел в связи с установлением личности",8
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.0605449
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.468085106
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц",599
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",388
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",211
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске",75
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",72
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",3
"  Ямало-Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",50
"  Ямало-Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",2
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-12.32492997
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.589041096
"Челябинская область","3_11","Всего разыскивалось лиц",2236
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1361
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",849
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске",703
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",633
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",56
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",432
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",68
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.88419273
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.636132316
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",18273
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",8615
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",9118
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",6475
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",3298
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2716
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2684
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",282
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.35154739
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.003004808
"Республика Алтай","3_11","Всего разыскивалось лиц",139
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",77
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",61
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",51
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",46
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",5
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",19
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",2
"Республика Алтай","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.3902439
