"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - декабрь 2015 г.)"
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.92695075
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.185332012
"Республика Башкортостан","3_11","Всего разыскивалось лиц",3172
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2009
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1135
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске",1666
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1402
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",250
"Республика Башкортостан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",320
"Республика Башкортостан","3_11","Всего прекращено дел в связи с установлением личности",67
"Республика Башкортостан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.15507412
"Республика Башкортостан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.941441441
"Республика Марий Эл","3_11","Всего разыскивалось лиц",844
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",419
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",415
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске",572
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",322
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",241
"Республика Марий Эл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",100
"Республика Марий Эл","3_11","Всего прекращено дел в связи с установлением личности",22
"Республика Марий Эл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.89265537
"Республика Марий Эл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.602409639
"Республика Мордовия","3_11","Всего разыскивалось лиц",1034
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",588
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",395
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске",680
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",395
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",235
"Республика Мордовия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",83
"Республика Мордовия","3_11","Всего прекращено дел в связи с установлением личности",11
"Республика Мордовия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-14.81481481
"Республика Мордовия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.849315068
"Республика Татарстан","3_11","Всего разыскивалось лиц",7186
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2366
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4777
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске",5641
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1580
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4035
"Республика Татарстан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",174
"Республика Татарстан","3_11","Всего прекращено дел в связи с установлением личности",20
"Республика Татарстан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.11472275
"Республика Татарстан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.38582677
"Удмуртская Республика","3_11","Всего разыскивалось лиц",1601
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",967
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",561
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске",915
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",732
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",123
"Удмуртская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",107
"Удмуртская Республика","3_11","Всего прекращено дел в связи с установлением личности",28
"Удмуртская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.01162791
"Удмуртская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.10989011
"Чувашская Республика","3_11","Всего разыскивалось лиц",1451
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1215
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",229
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске",992
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",926
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",59
"Чувашская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",59
"Чувашская Республика","3_11","Всего прекращено дел в связи с установлением личности",11
"Чувашская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.13429257
"Чувашская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Кировская область","3_11","Всего разыскивалось лиц",4461
"Кировская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1294
"Кировская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2616
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске",3754
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1061
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2146
"Кировская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",301
"Кировская область","3_11","Всего прекращено дел в связи с установлением личности",147
"Кировская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.67532468
"Кировская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.907172996
"Нижегородская область","3_11","Всего разыскивалось лиц",3380
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1806
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1521
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске",1690
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1276
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",370
"Нижегородская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",553
"Нижегородская область","3_11","Всего прекращено дел в связи с установлением личности",185
"Нижегородская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.15217391
"Нижегородская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.828009828
"Оренбургская область","3_11","Всего разыскивалось лиц",1426
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",828
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",598
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске",616
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",486
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",130
"Оренбургская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",140
"Оренбургская область","3_11","Всего прекращено дел в связи с установлением личности",39
"Оренбургская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-53.92156863
"Оренбургская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-24.73498233
"Пензенская область","3_11","Всего разыскивалось лиц",1055
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",562
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",487
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске",477
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",363
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",108
"Пензенская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",277
"Пензенская область","3_11","Всего прекращено дел в связи с установлением личности",30
"Пензенская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25
"Пензенская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.369863014
"Пермский край","3_11","Всего разыскивалось лиц",4615
"Пермский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2991
"Пермский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1376
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске",2553
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2132
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",266
"Пермский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",359
"Пермский край","3_11","Всего прекращено дел в связи с установлением личности",101
"Пермский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.76
"Пермский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-19.53125
"Самарская область","3_11","Всего разыскивалось лиц",4262
"Самарская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2262
"Самарская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1444
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске",2548
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1399
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",622
"Самарская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",914
"Самарская область","3_11","Всего прекращено дел в связи с установлением личности",128
"Самарская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.0396877
"Самарская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.284671533
"Саратовская область","3_11","Всего разыскивалось лиц",4184
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2085
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1884
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске",2881
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1404
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1275
"Саратовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",485
"Саратовская область","3_11","Всего прекращено дел в связи с установлением личности",234
"Саратовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-17.11229947
"Саратовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.96
"Ульяновская область","3_11","Всего разыскивалось лиц",848
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",380
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",455
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске",286
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",210
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",65
"Ульяновская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",79
"Ульяновская область","3_11","Всего прекращено дел в связи с установлением личности",20
"Ульяновская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28
"Ульяновская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",159.4202899
"Уральский фед.округ","3_11","Всего разыскивалось лиц",16528
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",11449
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4782
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",8683
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",7455
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",957
"Уральский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",5250
"Уральский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",486
"Уральский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.65052596
"Уральский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.553734062
"Курганская область","3_11","Всего разыскивалось лиц",1308
"Курганская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",861
"Курганская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",412
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске",705
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",591
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",80
"Курганская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",195
"Курганская область","3_11","Всего прекращено дел в связи с установлением личности",15
"Курганская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.82352941
"Курганская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.36363636
"Свердловская область","3_11","Всего разыскивалось лиц",5408
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3433
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1884
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске",2445
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1989
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",372
"Свердловская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3221
"Свердловская область","3_11","Всего прекращено дел в связи с установлением личности",77
"Свердловская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.68108567
"Свердловская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.022162525
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц",5242
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3815
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1364
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске",2574
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2340
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",177
"Тюменская область (с а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",764
"Тюменская область (с а/о)","3_11","Всего прекращено дел в связи с установлением личности",65
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.42843233
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.101568951
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц",1835
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1262
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",569
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске",881
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",791
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",88
"  Тюменская обл. (без а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",607
"  Тюменская обл. (без а/о)","3_11","Всего прекращено дел в связи с установлением личности",29
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.96236559
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.57692308
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц",2477
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1873
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",545
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске",1318
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1211
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",52
"  Ханты-Мансийский АО - Югра","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",80
"  Ханты-Мансийский АО - Югра","3_11","Всего прекращено дел в связи с установлением личности",22
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.68310598
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц",930
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",680
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",250
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске",375
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",338
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",37
"  Ямало-Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",77
"  Ямало-Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",14
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-8.1232493
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.317535545
"Челябинская область","3_11","Всего разыскивалось лиц",4570
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3340
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1122
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске",2959
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2535
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",328
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1070
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",329
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.55208333
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.505689001
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",41089
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",19928
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",19046
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",28199
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",14026
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12169
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",5258
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",1164
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.6352334
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.430285968
"Республика Алтай","3_11","Всего разыскивалось лиц",338
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",237
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",99
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",237
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",199
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",37
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",21
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Алтай","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-21.73913043
