"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - июнь 2014 г.)"
"Пермский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-21.05263158
"Пермский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.262166405
"Самарская область","3_11","Всего разыскивалось лиц",3313
"Самарская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1615
"Самарская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1169
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске",1460
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",652
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",322
"Самарская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1945
"Самарская область","3_11","Всего прекращено дел в связи с установлением личности",80
"Самарская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-41.60539216
"Самарская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.846153846
"Саратовская область","3_11","Всего разыскивалось лиц",2504
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1275
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1111
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске",1268
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",650
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",506
"Саратовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",410
"Саратовская область","3_11","Всего прекращено дел в связи с установлением личности",141
"Саратовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-21.49292149
"Саратовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.051863857
"Ульяновская область","3_11","Всего разыскивалось лиц",710
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",275
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",426
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске",142
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",102
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",35
"Ульяновская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",79
"Ульяновская область","3_11","Всего прекращено дел в связи с установлением личности",8
"Ульяновская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.84057971
"Ульяновская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",198.4375
"Уральский фед.округ","3_11","Всего разыскивалось лиц",13433
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",8832
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4339
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",5059
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",4270
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",556
"Уральский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",5760
"Уральский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",446
"Уральский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.70588235
"Уральский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.676869843
"Курганская область","3_11","Всего разыскивалось лиц",1008
"Курганская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",656
"Курганская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",348
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске",407
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",383
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",20
"Курганская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",214
"Курганская область","3_11","Всего прекращено дел в связи с установлением личности",7
"Курганская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.82352941
"Курганская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.798270893
"Свердловская область","3_11","Всего разыскивалось лиц",4655
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2837
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1753
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске",1528
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1207
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",258
"Свердловская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3390
"Свердловская область","3_11","Всего прекращено дел в связи с установлением личности",53
"Свердловская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.14682884
"Свердловская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.101928375
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц",4394
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3050
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1304
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске",1512
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1361
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",119
"Тюменская область (с а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1106
"Тюменская область (с а/о)","3_11","Всего прекращено дел в связи с установлением личности",82
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-15.98587998
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.772003353
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц",1586
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1035
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",547
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске",546
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",488
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",57
"  Тюменская обл. (без а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",689
"  Тюменская обл. (без а/о)","3_11","Всего прекращено дел в связи с установлением личности",27
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.40425532
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.916996047
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц",2050
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1485
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",529
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске",749
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",668
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",50
"  Ханты-Мансийский АО - Югра","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",347
"  Ханты-Мансийский АО - Югра","3_11","Всего прекращено дел в связи с установлением личности",53
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-13.45532831
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.641025641
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц",758
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",530
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",228
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске",217
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",205
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12
"  Ямало-Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",70
"  Ямало-Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",2
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-7.736389685
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.196347032
"Челябинская область","3_11","Всего разыскивалось лиц",3376
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2289
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",934
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске",1612
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1319
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",159
"Челябинская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1050
"Челябинская область","3_11","Всего прекращено дел в связи с установлением личности",304
"Челябинская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-21.64502165
"Челябинская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Сибирский фед.округ","3_11","Всего разыскивалось лиц",27782
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",13771
"Сибирский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",12814
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",14291
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",7173
"Сибирский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6087
"Сибирский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",7143
"Сибирский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",651
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-20.47806801
"Сибирский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.739622642
"Республика Алтай","3_11","Всего разыскивалось лиц",247
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",137
"Республика Алтай","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",109
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске",149
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",100
"Республика Алтай","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",49
"Республика Алтай","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",23
"Республика Алтай","3_11","Всего прекращено дел в связи с установлением личности",2
"Республика Алтай","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.60465116
"Республика Алтай","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.389830508
"Республика Бурятия","3_11","Всего разыскивалось лиц",1470
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1009
"Республика Бурятия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",460
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске",527
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",431
"Республика Бурятия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",95
"Республика Бурятия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",326
"Республика Бурятия","3_11","Всего прекращено дел в связи с установлением личности",23
"Республика Бурятия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.1556196
"Республика Бурятия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.278551532
"Республика Тыва","3_11","Всего разыскивалось лиц",438
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",361
"Республика Тыва","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",75
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске",279
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",254
"Республика Тыва","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",24
"Республика Тыва","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",19
"Республика Тыва","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Тыва","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",3.883495146
"Республика Тыва","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.222222222
"Республика Хакасия","3_11","Всего разыскивалось лиц",1139
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",601
"Республика Хакасия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",495
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске",724
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",339
"Республика Хакасия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",342
"Республика Хакасия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",158
"Республика Хакасия","3_11","Всего прекращено дел в связи с установлением личности",7
"Республика Хакасия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-16.55844156
"Республика Хакасия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.71428571
"Алтайский край","3_11","Всего разыскивалось лиц",3409
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",866
"Алтайский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2370
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске",2642
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",556
"Алтайский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1917
"Алтайский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",283
"Алтайский край","3_11","Всего прекращено дел в связи с установлением личности",15
"Алтайский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.12267658
"Алтайский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.22172949
"Красноярский край","3_11","Всего разыскивалось лиц",4991
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2005
"Красноярский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2706
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске",2121
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",928
"Красноярский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",923
"Красноярский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1549
"Красноярский край","3_11","Всего прекращено дел в связи с установлением личности",35
"Красноярский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-19.1376702
"Красноярский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.137009665
"Иркутская область","3_11","Всего разыскивалось лиц",4302
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1788
"Иркутская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1972
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске",1572
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",861
"Иркутская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",298
"Иркутская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1803
"Иркутская область","3_11","Всего прекращено дел в связи с установлением личности",88
"Иркутская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-17.08860759
"Иркутская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.176616915
"Кемеровская область","3_11","Всего разыскивалось лиц",3233
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2493
"Кемеровская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",733
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске",1862
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1399
"Кемеровская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",456
"Кемеровская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",447
"Кемеровская область","3_11","Всего прекращено дел в связи с установлением личности",262
"Кемеровская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.01242236
"Кемеровская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-25.69060773
"Новосибирская область","3_11","Всего разыскивалось лиц",2839
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1498
"Новосибирская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1261
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске",1431
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",732
"Новосибирская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",632
"Новосибирская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1281
"Новосибирская область","3_11","Всего прекращено дел в связи с установлением личности",119
"Новосибирская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.58870968
"Новосибирская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.559726962
"Омская область","3_11","Всего разыскивалось лиц",2165
"Омская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1282
"Омская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",876
"Омская область","3_11","Установлено лиц из числа находившихся в розыске",1176
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",703
"Омская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",468
"Омская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",686
"Омская область","3_11","Всего прекращено дел в связи с установлением личности",53
"Омская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.63896848
"Омская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.684491979
"Томская область","3_11","Всего разыскивалось лиц",1265
"Томская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",529
"Томская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",712
"Томская область","3_11","Установлено лиц из числа находившихся в розыске",660
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",287
"Томская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",351
"Томская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",322
"Томская область","3_11","Всего прекращено дел в связи с установлением личности",11
"Томская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-11.98501873
"Томская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",7.854984894
"Забайкальский край","3_11","Всего разыскивалось лиц",2284
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1202
"Забайкальский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1045
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске",1148
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",583
"Забайкальский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",532
"Забайкальский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",246
"Забайкальский край","3_11","Всего прекращено дел в связи с установлением личности",36
"Забайкальский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-19.02245707
"Забайкальский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.059273423
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц",11475
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",5783
"Дальневосточный фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4998
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске",4743
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2613
"Дальневосточный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1557
"Дальневосточный фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2546
"Дальневосточный фед. округ","3_11","Всего прекращено дел в связи с установлением личности",484
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.84514925
"Дальневосточный фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",14.16234888
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц",1474
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",506
"Республика Саха (Якутия)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",945
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске",638
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",188
"Республика Саха (Якутия)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",427
"Республика Саха (Якутия)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",407
"Республика Саха (Якутия)","3_11","Всего прекращено дел в связи с установлением личности",73
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.81139489
"Республика Саха (Якутия)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.476482618
"Приморский край","3_11","Всего разыскивалось лиц",3099
"Приморский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1871
"Приморский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",973
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске",1290
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",859
"Приморский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",236
"Приморский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",467
"Приморский край","3_11","Всего прекращено дел в связи с установлением личности",70
"Приморский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-20.70866142
"Приморский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",195.2991453
"Хабаровский край","3_11","Всего разыскивалось лиц",2821
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1410
"Хабаровский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1119
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске",970
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",570
"Хабаровский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",164
"Хабаровский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1001
"Хабаровский край","3_11","Всего прекращено дел в связи с установлением личности",228
"Хабаровский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.23450586
"Хабаровский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.29343629
"Камчатский край","3_11","Всего разыскивалось лиц",554
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",294
"Камчатский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",226
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске",175
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",125
"Камчатский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",17
"Камчатский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",67
"Камчатский край","3_11","Всего прекращено дел в связи с установлением личности",9
"Камчатский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.83982684
"Камчатский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",26.3803681
"Амурская область","3_11","Всего разыскивалось лиц",1721
"Амурская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",631
"Амурская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1015
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске",1053
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",334
"Амурская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",646
"Амурская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",335
