"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - июнь 2017 г.)"
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",609
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске",1572
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1534
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",26
"Республика Крым","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",156
"Республика Крым","3_11","Всего прекращено дел в связи с установлением личности",15
"Республика Крым","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-"
"Республика Крым","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-"
"г. Севастополь","3_11","Всего разыскивалось лиц",643
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",505
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",131
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске",361
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",341
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",20
"г. Севастополь","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",22
"г. Севастополь","3_11","Всего прекращено дел в связи с установлением личности",7
"г. Севастополь","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-"
"г. Севастополь","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-"
"Приволжский фед.округ","3_11","Всего разыскивалось лиц",22726
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",10744
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",11158
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",10664
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",5527
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4422
"Приволжский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2119
"Приволжский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",271
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.90758636
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-18.20455114
"Республика Башкортостан","3_11","Всего разыскивалось лиц",2190
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1229
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",923
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске",793
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",649
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",125
"Республика Башкортостан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",261
"Республика Башкортостан","3_11","Всего прекращено дел в связи с установлением личности",15
"Республика Башкортостан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.29372937
"Республика Башкортостан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.04672897
"Республика Марий Эл","3_11","Всего разыскивалось лиц",494
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",193
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",300
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске",264
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",121
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",142
"Республика Марий Эл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",59
"Республика Марий Эл","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Марий Эл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-57.89473684
"Республика Марий Эл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.2183908
"Республика Мордовия","3_11","Всего разыскивалось лиц",659
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",359
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",297
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске",358
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",215
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",140
"Республика Мордовия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",33
"Республика Мордовия","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Мордовия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.55665025
"Республика Мордовия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",4.081632653
"Республика Татарстан","3_11","Всего разыскивалось лиц",4134
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1422
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2673
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске",2868
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",796
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2049
"Республика Татарстан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",127
"Республика Татарстан","3_11","Всего прекращено дел в связи с установлением личности",6
"Республика Татарстан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.15904573
"Республика Татарстан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-21.22015915
"Удмуртская Республика","3_11","Всего разыскивалось лиц",931
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",454
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",440
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске",324
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",247
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",46
"Удмуртская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",67
"Удмуртская Республика","3_11","Всего прекращено дел в связи с установлением личности",8
"Удмуртская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.25641026
"Удмуртская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.19910515
"Чувашская Республика","3_11","Всего разыскивалось лиц",723
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",533
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",190
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске",334
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",309
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",25
"Чувашская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",52
"Чувашская Республика","3_11","Всего прекращено дел в связи с установлением личности",6
"Чувашская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-49.39172749
"Чувашская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.636363636
"Кировская область","3_11","Всего разыскивалось лиц",1984
"Кировская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",573
"Кировская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1158
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске",1337
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",353
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",731
"Кировская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",46
"Кировская область","3_11","Всего прекращено дел в связи с установлением личности",9
"Кировская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.62939297
"Кировская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.91666667
"Нижегородская область","3_11","Всего разыскивалось лиц",2164
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",987
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1145
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске",621
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",491
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",109
"Нижегородская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",298
"Нижегородская область","3_11","Всего прекращено дел в связи с установлением личности",49
"Нижегородская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.62931034
"Нижегородская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.39101498
"Оренбургская область","3_11","Всего разыскивалось лиц",942
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",538
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",404
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске",266
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",228
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",38
"Оренбургская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",77
"Оренбургская область","3_11","Всего прекращено дел в связи с установлением личности",12
"Оренбургская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-52.56609642
"Оренбургская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-38.75432526
"Пензенская область","3_11","Всего разыскивалось лиц",694
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",311
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",382
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске",163
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",124
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",38
"Пензенская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",161
"Пензенская область","3_11","Всего прекращено дел в связи с установлением личности",7
"Пензенская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.27272727
"Пензенская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.459459459
"Пермский край","3_11","Всего разыскивалось лиц",2612
"Пермский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1552
"Пермский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",925
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске",1209
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",877
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",232
"Пермский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",201
"Пермский край","3_11","Всего прекращено дел в связи с установлением личности",23
"Пермский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.875
"Пермский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-46.86028257
"Самарская область","3_11","Всего разыскивалось лиц",2255
"Самарская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1261
"Самарская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",811
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске",830
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",518
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",148
"Самарская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",401
"Самарская область","3_11","Всего прекращено дел в связи с установлением личности",38
"Самарская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-55.94362745
"Самарская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-20.5955335
"Саратовская область","3_11","Всего разыскивалось лиц",2340
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1096
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1152
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске",1179
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",513
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",575
"Саратовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",285
"Саратовская область","3_11","Всего прекращено дел в связи с установлением личности",87
"Саратовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28.57142857
"Саратовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.562398703
"Ульяновская область","3_11","Всего разыскивалось лиц",604
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",236
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",358
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске",118
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",86
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",24
"Ульяновская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",51
"Ульяновская область","3_11","Всего прекращено дел в связи с установлением личности",5
"Ульяновская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.53623188
"Ульяновская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",156.25
"Уральский фед.округ","3_11","Всего разыскивалось лиц",10292
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",6312
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3850
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",3476
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",3034
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",326
"Уральский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1619
"Уральский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",164
"Уральский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.57544757
"Уральский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.410966196
"Курганская область","3_11","Всего разыскивалось лиц",838
"Курганская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",476
"Курганская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",352
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске",288
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",250
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",29
"Курганская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",138
"Курганская область","3_11","Всего прекращено дел в связи с установлением личности",7
"Курганская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.05882353
"Курганская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.069164265
"Свердловская область","3_11","Всего разыскивалось лиц",3497
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1977
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1454
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске",1012
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",812
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",137
"Свердловская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",628
"Свердловская область","3_11","Всего прекращено дел в связи с установлением личности",23
"Свердловская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-52.34578627
"Свердловская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.84573003
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц",3449
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2282
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1160
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске",1049
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",987
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",57
"Тюменская область (с а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",436
"Тюменская область (с а/о)","3_11","Всего прекращено дел в связи с установлением личности",36
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.35047907
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.2263202
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц",1236
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",740
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",495
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске",335
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",307
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",28
"  Тюменская обл. (без а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",357
"  Тюменская обл. (без а/о)","3_11","Всего прекращено дел в связи с установлением личности",20
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.86524823
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.288537549
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц",1595
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1127
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",462
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске",569
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",543
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",21
"  Ханты-Мансийский АО - Югра","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",54
"  Ханты-Мансийский АО - Югра","3_11","Всего прекращено дел в связи с установлением личности",14
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.67491927
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.401709402
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц",618
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",415
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",203
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске",145
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",137
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",8
"  Ямало-Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",25
"  Ямало-Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",2
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-22.06303725
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-14.15525114
"Челябинская область","3_11","Всего разыскивалось лиц",2508
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1577
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",884
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске",1127
