"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - декабрь 2016 г.)"
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",573
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске",1356
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1241
"Республика Крым","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",102
"Республика Крым","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",216
"Республика Крым","3_11","Всего прекращено дел в связи с установлением личности",44
"Республика Крым","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-"
"Республика Крым","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-"
"г. Севастополь","3_11","Всего разыскивалось лиц",541
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",409
"г. Севастополь","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",125
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске",282
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",245
"г. Севастополь","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",33
"г. Севастополь","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",35
"г. Севастополь","3_11","Всего прекращено дел в связи с установлением личности",16
"г. Севастополь","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)","-"
"г. Севастополь","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)","-"
"Приволжский фед.округ","3_11","Всего разыскивалось лиц",37126
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",18901
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",16547
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",23645
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",12822
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",9303
"Приволжский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2932
"Приволжский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",741
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.58660764
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-16.73686819
"Республика Башкортостан","3_11","Всего разыскивалось лиц",2964
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1882
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1049
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске",1450
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1222
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",214
"Республика Башкортостан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",307
"Республика Башкортостан","3_11","Всего прекращено дел в связи с установлением личности",42
"Республика Башкортостан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.38312429
"Республика Башкортостан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.13513514
"Республика Марий Эл","3_11","Всего разыскивалось лиц",893
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",377
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",512
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске",636
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",282
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",350
"Республика Марий Эл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",77
"Республика Марий Эл","3_11","Всего прекращено дел в связи с установлением личности",16
"Республика Марий Эл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-54.80225989
"Республика Марий Эл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.626506024
"Республика Мордовия","3_11","Всего разыскивалось лиц",963
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",543
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",407
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске",618
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",363
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",242
"Республика Мордовия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",73
"Республика Мордовия","3_11","Всего прекращено дел в связи с установлением личности",13
"Республика Мордовия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.92592593
"Республика Мордовия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.164383562
"Республика Татарстан","3_11","Всего разыскивалось лиц",7625
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2538
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",5023
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске",6160
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1774
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4335
"Республика Татарстан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",157
"Республика Татарстан","3_11","Всего прекращено дел в связи с установлением личности",22
"Республика Татарстан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.52007648
"Республика Татарстан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-17.45406824
"Удмуртская Республика","3_11","Всего разыскивалось лиц",1548
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",939
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",518
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске",896
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",715
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",102
"Удмуртская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",82
"Удмуртская Республика","3_11","Всего прекращено дел в связи с установлением личности",19
"Удмуртская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.62790698
"Удмуртская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.52747253
"Чувашская Республика","3_11","Всего разыскивалось лиц",1316
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1079
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",235
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске",865
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",805
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",58
"Чувашская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",62
"Чувашская Республика","3_11","Всего прекращено дел в связи с установлением личности",13
"Чувашская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.80335731
"Чувашская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.048780488
"Кировская область","3_11","Всего разыскивалось лиц",3635
"Кировская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1047
"Кировская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2010
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске",2921
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",806
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1538
"Кировская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",102
"Кировская область","3_11","Всего прекращено дел в связи с установлением личности",45
"Кировская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.22077922
"Кировская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.12658228
"Нижегородская область","3_11","Всего разыскивалось лиц",3156
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1687
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1398
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске",1508
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1136
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",311
"Нижегородская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",452
"Нижегородская область","3_11","Всего прекращено дел в связи с установлением личности",146
"Нижегородская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-44.13043478
"Нижегородская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.47911548
"Оренбургская область","3_11","Всего разыскивалось лиц",1308
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",812
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",496
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске",541
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",449
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",92
"Оренбургская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",107
"Оренбургская область","3_11","Всего прекращено дел в связи с установлением личности",30
"Оренбургская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-55.46218487
"Оренбургская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-34.45229682
"Пензенская область","3_11","Всего разыскивалось лиц",964
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",488
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",473
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске",383
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",285
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",95
"Пензенская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",226
"Пензенская область","3_11","Всего прекращено дел в связи с установлением личности",14
"Пензенская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.390625
"Пензенская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.479452055
"Пермский край","3_11","Всего разыскивалось лиц",4281
"Пермский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2883
"Пермский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1189
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске",2575
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2073
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",364
"Пермский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",278
"Пермский край","3_11","Всего прекращено дел в связи с установлением личности",70
"Пермский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-44.88
"Пермский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-45.546875
"Самарская область","3_11","Всего разыскивалось лиц",3692
"Самарская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2196
"Самарская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1100
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске",2158
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1374
"Самарская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",413
"Самарская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",528
"Самарская область","3_11","Всего прекращено дел в связи с установлением личности",110
"Самарская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-51.13858165
"Самарская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-21.28953771
"Саратовская область","3_11","Всего разыскивалось лиц",3927
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2040
"Саратовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1702
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске",2612
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1323
"Саратовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1109
"Саратовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",416
"Саратовская область","3_11","Всего прекращено дел в связи с установлением личности",188
"Саратовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-21.25668449
"Саратовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.92
"Ульяновская область","3_11","Всего разыскивалось лиц",854
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",390
"Ульяновская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",435
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске",322
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",215
"Ульяновская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",80
"Ульяновская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",65
"Ульяновская область","3_11","Всего прекращено дел в связи с установлением личности",13
"Ульяновская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.22222222
"Ульяновская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",143.4782609
"Уральский фед.округ","3_11","Всего разыскивалось лиц",15438
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",10604
"Уральский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4619
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",7894
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",6800
"Уральский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",894
"Уральский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2102
"Уральский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",347
"Уральский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-42.27750877
"Уральский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.884465262
"Курганская область","3_11","Всего разыскивалось лиц",1187
"Курганская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",759
"Курганская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",405
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске",584
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",481
"Курганская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",80
"Курганская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",171
"Курганская область","3_11","Всего прекращено дел в связи с установлением личности",27
"Курганская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-45.17647059
"Курганская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.51136364
"Свердловская область","3_11","Всего разыскивалось лиц",5298
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3289
"Свердловская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1922
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске",2503
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1950
"Свердловская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",471
"Свердловская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",717
"Свердловская область","3_11","Всего прекращено дел в связи с установлением личности",45
"Свердловская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-51.0178117
"Свердловская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.932169241
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц",4930
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3643
"Тюменская область (с а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1269
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске",2310
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2179
"Тюменская область (с а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",115
"Тюменская область (с а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",615
"Тюменская область (с а/о)","3_11","Всего прекращено дел в связи с установлением личности",67
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.03505355
"Тюменская область (с а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.32204789
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц",1777
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1247
"  Тюменская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",528
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске",805
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",751
"  Тюменская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",53
"  Тюменская обл. (без а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",475
"  Тюменская обл. (без а/о)","3_11","Всего прекращено дел в связи с установлением личности",28
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.09677419
"  Тюменская обл. (без а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-11.15384615
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц",2299
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1775
"  Ханты-Мансийский АО - Югра","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",509
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске",1177
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1121
"  Ханты-Мансийский АО - Югра","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",42
"  Ханты-Мансийский АО - Югра","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",84
"  Ханты-Мансийский АО - Югра","3_11","Всего прекращено дел в связи с установлением личности",31
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.2633788
"  Ханты-Мансийский АО - Югра","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.20833333
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц",854
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",621
"  Ямало-Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",232
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске",328
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",307
"  Ямало-Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",20
"  Ямало-Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",56
"  Ямало-Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",8
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.20728291
"  Ямало-Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.530805687
"Челябинская область","3_11","Всего разыскивалось лиц",4023
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2913
"Челябинская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1023
"Челябинская область","3_11","Установлено лиц из числа находившихся в розыске",2497
